,fips,county,st,pred_diff
40199,47167,Tipton,TN,2.6
40215,47169,Trousdale,TN,0.8
40231,47171,Unicoi,TN,9.2
40247,47173,Union,TN,10.4
40263,47175,Van Buren,TN,10.4
40279,47177,Warren,TN,-2.4
40295,47179,Washington,TN,2.8
40311,47181,Wayne,TN,0.0
40327,47183,Weakley,TN,-5.2
40343,47185,White,TN,4.4
40359,47187,Williamson,TN,-3.8
40375,47189,Wilson,TN,3.2
40391,48001,Anderson,TX,0.6
40407,48003,Andrews,TX,-3.0
40423,48005,Angelina,TX,-2.4
40439,48007,Aransas,TX,10.6
40455,48009,Archer,TX,2.0
40471,48011,Armstrong,TX,-7.8
40487,48013,Atascosa,TX,-5.0
40503,48015,Austin,TX,-5.6
40519,48017,Bailey,TX,-1.4
40535,48019,Bandera,TX,2.0
40551,48021,Bastrop,TX,1.6
40567,48023,Baylor,TX,9.6
40583,48025,Bee,TX,-3.8
40599,48027,Bell,TX,-6.6
40615,48029,Bexar,TX,1.0
40631,48031,Blanco,TX,6.0
40663,48035,Bosque,TX,-1.0
40679,48037,Bowie,TX,-4.2
40695,48039,Brazoria,TX,0.8
40711,48041,Brazos,TX,-3.2
40727,48043,Brewster,TX,7.8
40743,48045,Briscoe,TX,-1.2
40759,48047,Brooks,TX,3.8
40775,48049,Brown,TX,7.8
40791,48051,Burleson,TX,5.2
40807,48053,Burnet,TX,0.2
40823,48055,Caldwell,TX,-0.2
40839,48057,Calhoun,TX,4.0
40855,48059,Callahan,TX,0.0
40871,48061,Cameron,TX,0.4
40887,48063,Camp,TX,5.0
40903,48065,Carson,TX,5.2
40919,48067,Cass,TX,2.6
40935,48069,Castro,TX,-2.4
40951,48071,Chambers,TX,7.0
40967,48073,Cherokee,TX,2.4
40983,48075,Childress,TX,-1.4
40999,48077,Clay,TX,3.2
41015,48079,Cochran,TX,1.8
41031,48081,Coke,TX,-4.2
41047,48083,Coleman,TX,4.4
41063,48085,Collin,TX,-2.2
41079,48087,Collingsworth,TX,11.2
41095,48089,Colorado,TX,5.2
41111,48091,Comal,TX,5.0
41127,48093,Comanche,TX,-1.2
41143,48095,Concho,TX,-13.4
41159,48097,Cooke,TX,6.6
41175,48099,Coryell,TX,-6.8
41207,48105,Crockett,TX,-1.8
41223,48107,Crosby,TX,0.6
41239,48109,Culberson,TX,2.2
41255,48111,Dallam,TX,-4.6
41271,48113,Dallas,TX,1.4
41287,48115,Dawson,TX,-1.4
41303,48117,Deaf Smith,TX,0.0
41319,48119,Delta,TX,6.8
41335,48121,Denton,TX,-1.2
41351,48123,Dewitt,TX,-4.0
41367,48125,Dickens,TX,-14.2
41383,48127,Dimmit,TX,-0.2
41399,48129,Donley,TX,2.2
41415,48131,Duval,TX,-0.8
41431,48133,Eastland,TX,-2.0
41447,48135,Ector,TX,5.8
41463,48137,Edwards,TX,-13.8
41479,48139,Ellis,TX,-6.6
41495,48141,El Paso,TX,-0.2
41511,48143,Erath,TX,1.8
41527,48145,Falls,TX,1.8
41543,48147,Fannin,TX,2.2
41559,48149,Fayette,TX,-0.4
41575,48151,Fisher,TX,-4.4
41591,48153,Floyd,TX,0.0
41607,48155,Foard,TX,-7.2
41623,48157,Fort Bend,TX,-8.2
41639,48159,Franklin,TX,-4.0
41655,48161,Freestone,TX,2.8
41671,48163,Frio,TX,-1.6
41687,48165,Gaines,TX,-1.2
41703,48167,Galveston,TX,5.4
41719,48169,Garza,TX,-4.0
41735,48171,Gillespie,TX,-2.4
41767,48175,Goliad,TX,-3.4
41783,48177,Gonzales,TX,6.2
41799,48179,Gray,TX,1.8
41815,48181,Grayson,TX,0.4
41831,48183,Gregg,TX,-1.6
41847,48185,Grimes,TX,4.0
41863,48187,Guadalupe,TX,-7.2
41879,48189,Hale,TX,0.0
41895,48191,Hall,TX,0.4
41911,48193,Hamilton,TX,1.0
41927,48195,Hansford,TX,-0.6
41943,48197,Hardeman,TX,2.2
41959,48199,Hardin,TX,5.2
41975,48201,Harris,TX,1.2
41991,48203,Harrison,TX,-3.4
42023,48207,Haskell,TX,4.2
42039,48209,Hays,TX,0.0
42055,48211,Hemphill,TX,2.0
42071,48213,Henderson,TX,-0.4
42087,48215,Hidalgo,TX,-3.6
42103,48217,Hill,TX,-1.2
42119,48219,Hockley,TX,-2.0
42135,48221,Hood,TX,-0.8
42151,48223,Hopkins,TX,3.0
42167,48225,Houston,TX,4.0
42183,48227,Howard,TX,-0.6
42215,48231,Hunt,TX,1.4
42231,48233,Hutchinson,TX,5.8
42247,48235,Irion,TX,-10.2
42263,48237,Jack,TX,4.4
42279,48239,Jackson,TX,-1.6
42295,48241,Jasper,TX,-2.2
42311,48243,Jeff Davis,TX,3.2
42327,48245,Jefferson,TX,1.8
42343,48247,Jim Hogg,TX,-10.4
42359,48249,Jim Wells,TX,-1.0
42375,48251,Johnson,TX,-1.4
42391,48253,Jones,TX,-1.0
42407,48255,Karnes,TX,-6.8
42423,48257,Kaufman,TX,-2.6
42439,48259,Kendall,TX,1.8
42487,48265,Kerr,TX,1.6
42503,48267,Kimble,TX,3.0
42535,48271,Kinney,TX,-9.0
42551,48273,Kleberg,TX,1.4
42567,48275,Knox,TX,-2.0
42583,48277,Lamar,TX,-0.8
42599,48279,Lamb,TX,1.2
42615,48281,Lampasas,TX,-2.0
42631,48283,La Salle,TX,-4.4
42647,48285,Lavaca,TX,2.8
42663,48287,Lee,TX,2.8
42679,48289,Leon,TX,5.2
42695,48291,Liberty,TX,6.8
42711,48293,Limestone,TX,5.0
42743,48297,Live Oak,TX,-5.2
42759,48299,Llano,TX,7.6
42791,48303,Lubbock,TX,-2.0
42807,48305,Lynn,TX,-8.8
42823,48307,Mcculloch,TX,4.6
42839,48309,Mclennan,TX,-5.8
42871,48313,Madison,TX,1.4
42887,48315,Marion,TX,3.2
42919,48319,Mason,TX,-2.4
42935,48321,Matagorda,TX,-0.4
42951,48323,Maverick,TX,-4.2
42967,48325,Medina,TX,-10.8
42983,48327,Menard,TX,-6.2
42999,48329,Midland,TX,-1.0
43015,48331,Milam,TX,-4.4
43031,48333,Mills,TX,-2.8
43047,48335,Mitchell,TX,-1.8
43063,48337,Montague,TX,3.2
43079,48339,Montgomery,TX,2.2
43095,48341,Moore,TX,-5.6
43111,48343,Morris,TX,6.4
43127,48345,Motley,TX,2.8
43143,48347,Nacogdoches,TX,-4.2
43159,48349,Navarro,TX,0.2
43175,48351,Newton,TX,3.6
43191,48353,Nolan,TX,-0.8
43207,48355,Nueces,TX,-1.2
43223,48357,Ochiltree,TX,-0.6
43255,48361,Orange,TX,7.4
43271,48363,Palo Pinto,TX,-0.2
43287,48365,Panola,TX,3.0
43303,48367,Parker,TX,-1.2
43319,48369,Parmer,TX,1.8
43335,48371,Pecos,TX,-2.8
43351,48373,Polk,TX,4.8
43367,48375,Potter,TX,4.0
43383,48377,Presidio,TX,-4.8
43399,48379,Rains,TX,7.6
43415,48381,Randall,TX,-4.6
43431,48383,Reagan,TX,6.6
43447,48385,Real,TX,4.8
43463,48387,Red River,TX,4.2
43479,48389,Reeves,TX,6.2
43495,48391,Refugio,TX,1.8
43527,48395,Robertson,TX,1.2
43543,48397,Rockwall,TX,-5.6
43559,48399,Runnels,TX,-6.2
43575,48401,Rusk,TX,-3.4
43591,48403,Sabine,TX,13.2
43607,48405,San Augustine,TX,8.0
43623,48407,San Jacinto,TX,0.2
43639,48409,San Patricio,TX,-2.4
43655,48411,San Saba,TX,3.0
43687,48415,Scurry,TX,3.4
43703,48417,Shackelford,TX,-7.4
43719,48419,Shelby,TX,1.8
43735,48421,Sherman,TX,6.8
43751,48423,Smith,TX,-5.6
43767,48425,Somervell,TX,3.2
43783,48427,Starr,TX,-4.8
43799,48429,Stephens,TX,0.6
43831,48433,Stonewall,TX,-3.4
43847,48435,Sutton,TX,7.6
43863,48437,Swisher,TX,-0.8
43879,48439,Tarrant,TX,0.8
43895,48441,Taylor,TX,0.6
43927,48445,Terry,TX,-2.2
43943,48447,Throckmorton,TX,1.2
43959,48449,Titus,TX,-2.4
43975,48451,Tom Green,TX,0.8
43991,48453,Travis,TX,-1.4
44007,48455,Trinity,TX,1.8
44023,48457,Tyler,TX,7.0
44039,48459,Upshur,TX,3.2
44055,48461,Upton,TX,-9.2
44071,48463,Uvalde,TX,1.4
44087,48465,Val Verde,TX,-3.4
44103,48467,Van Zandt,TX,6.6
44119,48469,Victoria,TX,-1.4
44135,48471,Walker,TX,-4.2
44151,48473,Waller,TX,-1.0
44167,48475,Ward,TX,1.0
44183,48477,Washington,TX,0.0
44199,48479,Webb,TX,1.2
44215,48481,Wharton,TX,-1.0
44231,48483,Wheeler,TX,9.8
44247,48485,Wichita,TX,7.2
44263,48487,Wilbarger,TX,5.4
44279,48489,Willacy,TX,-1.4
44295,48491,Williamson,TX,-5.2
44311,48493,Wilson,TX,-3.8
44327,48495,Winkler,TX,3.8
44343,48497,Wise,TX,-0.2
44359,48499,Wood,TX,6.0
44375,48501,Yoakum,TX,0.4
44391,48503,Young,TX,5.0
44407,48505,Zapata,TX,2.4
44423,48507,Zavala,TX,4.6
44439,49001,Beaver,UT,0.4
44455,49003,Box Elder,UT,3.2
44471,49005,Cache,UT,-0.4
44487,49007,Carbon,UT,0.6
44503,49009,Daggett,UT,-4.2
44519,49011,Davis,UT,2.8
44535,49013,Duchesne,UT,7.8
44551,49015,Emery,UT,5.8
44567,49017,Garfield,UT,-1.4
44583,49019,Grand,UT,0.0
44599,49025,Kane,UT,0.4
44615,49027,Millard,UT,0.2
44631,49029,Morgan,UT,8.8
44663,49033,Rich,UT,4.0
44679,49035,Salt Lake,UT,1.2
44695,49037,San Juan,UT,-8.4
44711,49039,Sanpete,UT,1.8
44727,49041,Sevier,UT,2.2
44743,49043,Summit,UT,-2.6
44759,49045,Tooele,UT,4.2
44775,49047,Uintah,UT,5.6
44791,49049,Utah,UT,4.4
44807,49051,Wasatch,UT,4.8
44823,49053,Washington,UT,2.6
44855,49057,Weber,UT,6.8
44871,50001,Addison,VT,3.4
44887,50003,Bennington,VT,4.6
44903,50005,Caledonia,VT,0.2
44919,50007,Chittenden,VT,-1.8
44935,50009,Essex,VT,7.0
44951,50011,Franklin,VT,1.2
44967,50013,Grand Isle,VT,-4.0
44983,50015,Lamoille,VT,-3.6
44999,50017,Orange,VT,3.4
45015,50019,Orleans,VT,1.2
45031,50021,Rutland,VT,3.4
45047,50023,Washington,VT,5.0
45063,50025,Windham,VT,1.0
45079,50027,Windsor,VT,0.0
45095,51001,Accomack,VA,1.2
45111,51003,Albemarle,VA,-3.6
45127,51005,Alleghany,VA,3.4
45143,51007,Amelia,VA,1.8
45159,51009,Amherst,VA,0.8
45175,51011,Appomattox,VA,-5.4
45191,51013,Arlington,VA,-3.6
45207,51015,Augusta,VA,-5.6
45223,51017,Bath,VA,-1.6
45239,51019,Bedford,VA,2.6
45255,51021,Bland,VA,6.0
45271,51023,Botetourt,VA,7.6
45287,51025,Brunswick,VA,-3.2
45303,51027,Buchanan,VA,3.8
45319,51029,Buckingham,VA,-0.6
45335,51031,Campbell,VA,-0.2
45351,51033,Caroline,VA,2.6
45367,51035,Carroll,VA,3.2
45383,51036,Charles City,VA,-1.2
45399,51037,Charlotte,VA,1.4
45415,51041,Chesterfield,VA,-1.0
45431,51043,Clarke,VA,5.2
45447,51045,Craig,VA,7.0
45463,51047,Culpeper,VA,1.0
45479,51049,Cumberland,VA,0.6
45495,51051,Dickenson,VA,0.2
45511,51053,Dinwiddie,VA,-2.4
45527,51057,Essex,VA,4.0
45543,51059,Fairfax,VA,-2.0
45559,51061,Fauquier,VA,-0.6
45575,51063,Floyd,VA,4.2
45591,51065,Fluvanna,VA,-4.6
45607,51067,Franklin,VA,0.4
45623,51069,Frederick,VA,0.6
45639,51071,Giles,VA,2.2
45655,51073,Gloucester,VA,-0.4
45671,51075,Goochland,VA,2.8
45687,51077,Grayson,VA,3.2
45703,51079,Greene,VA,-0.6
45735,51083,Halifax,VA,3.4
45751,51085,Hanover,VA,-5.2
45767,51087,Henrico,VA,1.0
45783,51089,Henry,VA,7.2
45799,51091,Highland,VA,1.8
45815,51093,Isle Of Wight,VA,0.2
45831,51095,James City,VA,0.6
45847,51097,King And Queen,VA,1.2
45863,51099,King George,VA,-1.6
45879,51101,King William,VA,0.6
45895,51103,Lancaster,VA,6.0
45911,51105,Lee,VA,3.8
45927,51107,Loudoun,VA,-2.2
45943,51109,Louisa,VA,-2.0
45959,51111,Lunenburg,VA,-1.2
45975,51113,Madison,VA,-1.2
45991,51115,Mathews,VA,1.8
46007,51117,Mecklenburg,VA,0.0
46023,51119,Middlesex,VA,9.2
46039,51121,Montgomery,VA,2.2
46055,51125,Nelson,VA,1.8
46071,51127,New Kent,VA,-0.4
46087,51131,Northampton,VA,4.0
46103,51133,Northumberland,VA,3.0
46119,51135,Nottoway,VA,2.0
46135,51137,Orange,VA,1.8
46151,51139,Page,VA,1.8
46167,51141,Patrick,VA,3.8
46183,51143,Pittsylvania,VA,-3.2
46199,51145,Powhatan,VA,1.4
46215,51147,Prince Edward,VA,2.4
46231,51149,Prince George,VA,0.2
46247,51153,Prince William,VA,-1.4
46263,51155,Pulaski,VA,4.0
46279,51157,Rappahannock,VA,3.8
46295,51159,Richmond,VA,-0.6
46311,51161,Roanoke,VA,-0.4
46327,51163,Rockbridge,VA,0.8
46343,51165,Rockingham,VA,-4.8
46359,51167,Russell,VA,3.0
46375,51169,Scott,VA,-1.0
46391,51171,Shenandoah,VA,-3.6
46407,51173,Smyth,VA,4.4
46423,51175,Southampton,VA,-0.4
46439,51177,Spotsylvania,VA,1.0
46455,51179,Stafford,VA,-5.6
46471,51181,Surry,VA,0.6
46487,51183,Sussex,VA,-7.0
46503,51185,Tazewell,VA,9.0
46519,51187,Warren,VA,3.4
46535,51191,Washington,VA,5.6
46551,51193,Westmoreland,VA,4.4
46567,51195,Wise,VA,3.4
46583,51197,Wythe,VA,4.0
46599,51199,York,VA,-0.4
46615,51510,Alexandria City,VA,1.6
46646,51520,Bristol City,VA,8.2
46662,51530,Buena Vista City,VA,4.6
46678,51540,Charlottesville City,VA,1.0
46694,51550,Chesapeake City,VA,-2.4
46710,51570,Colonial Heights City,VA,4.2
46742,51590,Danville City,VA,3.8
46758,51595,Emporia City,VA,13.0
46790,51610,Falls Church City,VA,3.0
46806,51620,Franklin City,VA,0.0
46822,51630,Fredericksburg City,VA,3.6
46838,51640,Galax City,VA,8.6
46854,51650,Hampton City,VA,-2.6
46870,51660,Harrisonburg City,VA,-2.2
46886,51670,Hopewell City,VA,2.4
46902,51678,Lexington City,VA,6.2
46918,51680,Lynchburg City,VA,-5.2
46934,51683,Manassas City,VA,0.2
46982,51700,Newport News City,VA,-2.6
46998,51710,Norfolk City,VA,1.6
47014,51720,Norton City,VA,5.0
47030,51730,Petersburg City,VA,6.0
47046,51735,Poquoson City,VA,4.2
47062,51740,Portsmouth City,VA,2.2
47078,51750,Radford City,VA,7.2
47094,51760,Richmond City,VA,6.2
47110,51770,Roanoke City,VA,7.4
47126,51775,Salem City,VA,0.6
47142,51790,Staunton City,VA,1.4
47158,51800,Suffolk City,VA,0.0
47174,51810,Virginia Beach City,VA,-0.6
47190,51820,Waynesboro City,VA,4.8
47206,51830,Williamsburg City,VA,1.0
47222,51840,Winchester City,VA,5.0
47238,53001,Adams,WA,-7.2
47254,53003,Asotin,WA,4.0
47270,53005,Benton,WA,1.2
47286,53007,Chelan,WA,2.8
47302,53009,Clallam,WA,4.8
47318,53011,Clark,WA,4.2
47334,53013,Columbia,WA,5.8
47350,53015,Cowlitz,WA,5.4
47366,53017,Douglas,WA,2.6
47382,53019,Ferry,WA,1.2
47398,53021,Franklin,WA,-1.2
47414,53023,Garfield,WA,4.2
47430,53025,Grant,WA,4.0
47446,53027,Grays Harbor,WA,3.0
47462,53029,Island,WA,-1.0
47478,53031,Jefferson,WA,5.4
47494,53033,King,WA,3.4
47510,53035,Kitsap,WA,2.4
47526,53037,Kittitas,WA,-4.2
47542,53039,Klickitat,WA,-0.6
47558,53041,Lewis,WA,2.4
47574,53043,Lincoln,WA,1.8
47590,53045,Mason,WA,6.8
47606,53047,Okanogan,WA,-2.6
47622,53049,Pacific,WA,4.8
47638,53051,Pend Oreille,WA,1.6
47654,53053,Pierce,WA,0.4
47670,53055,San Juan,WA,2.8
47686,53057,Skagit,WA,3.0
47702,53059,Skamania,WA,6.6
47718,53061,Snohomish,WA,5.6
47734,53063,Spokane,WA,3.0
47750,53065,Stevens,WA,1.8
47766,53067,Thurston,WA,1.0
47782,53069,Wahkiakum,WA,3.8
47798,53071,Walla Walla,WA,0.8
47814,53073,Whatcom,WA,3.4
47830,53075,Whitman,WA,-2.4
47846,53077,Yakima,WA,-1.0
47862,54001,Barbour,WV,7.2
47878,54003,Berkeley,WV,5.2
47894,54005,Boone,WV,5.6
47910,54007,Braxton,WV,4.0
47926,54009,Brooke,WV,9.0
47942,54011,Cabell,WV,6.8
47958,54013,Calhoun,WV,7.0
47974,54015,Clay,WV,8.6
47990,54017,Doddridge,WV,10.4
48006,54019,Fayette,WV,5.2
48022,54021,Gilmer,WV,4.4
48038,54023,Grant,WV,-2.6
48054,54025,Greenbrier,WV,10.2
48070,54027,Hampshire,WV,5.0
48086,54029,Hancock,WV,3.2
48102,54031,Hardy,WV,2.6
48118,54033,Harrison,WV,6.4
48134,54035,Jackson,WV,0.6
48150,54037,Jefferson,WV,4.6
48166,54039,Kanawha,WV,1.6
48182,54041,Lewis,WV,5.0
48198,54043,Lincoln,WV,10.2
48214,54045,Logan,WV,6.4
48230,54047,Mcdowell,WV,0.0
48246,54049,Marion,WV,2.2
48262,54051,Marshall,WV,6.4
48278,54053,Mason,WV,2.8
48294,54055,Mercer,WV,5.8
48310,54057,Mineral,WV,8.6
48326,54059,Mingo,WV,10.4
48342,54061,Monongalia,WV,1.4
48358,54063,Monroe,WV,0.8
48374,54065,Morgan,WV,5.4
48390,54067,Nicholas,WV,4.6
48406,54069,Ohio,WV,6.2
48422,54071,Pendleton,WV,-2.0
48438,54073,Pleasants,WV,7.2
48454,54075,Pocahontas,WV,8.4
48470,54077,Preston,WV,4.4
48486,54079,Putnam,WV,2.6
48502,54081,Raleigh,WV,5.0
48518,54083,Randolph,WV,3.6
48534,54085,Ritchie,WV,0.6
48550,54087,Roane,WV,5.2
48566,54089,Summers,WV,7.8
48582,54091,Taylor,WV,-2.0
48598,54093,Tucker,WV,5.2
48614,54095,Tyler,WV,9.0
48630,54097,Upshur,WV,3.4
48646,54099,Wayne,WV,12.0
48662,54101,Webster,WV,9.4
48678,54103,Wetzel,WV,5.2
48694,54105,Wirt,WV,11.8
48710,54107,Wood,WV,2.0
48726,54109,Wyoming,WV,4.4
48742,55001,Adams,WI,7.6
48758,55003,Ashland,WI,8.6
48774,55005,Barron,WI,-1.8
48790,55007,Bayfield,WI,-1.6
48806,55009,Brown,WI,-1.6
48822,55011,Buffalo,WI,2.6
48838,55013,Burnett,WI,3.8
48854,55015,Calumet,WI,-3.6
48870,55017,Chippewa,WI,-4.6
48886,55019,Clark,WI,-5.8
48902,55021,Columbia,WI,0.4
48918,55023,Crawford,WI,-1.2
48934,55025,Dane,WI,-0.8
48950,55027,Dodge,WI,-4.2
48966,55029,Door,WI,0.0
48982,55031,Douglas,WI,0.0
48998,55033,Dunn,WI,-4.6
49014,55035,Eau Claire,WI,2.4
49030,55037,Florence,WI,-0.8
49046,55039,Fond Du Lac,WI,-3.6
49062,55041,Forest,WI,9.4
49078,55043,Grant,WI,-7.4
49094,55045,Green,WI,-3.2
49110,55047,Green Lake,WI,-5.4
49126,55049,Iowa,WI,-2.8
49142,55051,Iron,WI,6.8
49158,55053,Jackson,WI,-4.2
49174,55055,Jefferson,WI,-2.4
49190,55057,Juneau,WI,0.8
49206,55059,Kenosha,WI,5.8
49222,55061,Kewaunee,WI,0.6
49238,55063,La Crosse,WI,-0.2
49254,55065,Lafayette,WI,-1.8
49270,55067,Langlade,WI,-2.4
49286,55069,Lincoln,WI,0.2
49302,55071,Manitowoc,WI,-3.8
49318,55073,Marathon,WI,-5.4
49334,55075,Marinette,WI,-3.2
49350,55077,Marquette,WI,4.4
49366,55078,Menominee,WI,9.0
49382,55079,Milwaukee,WI,3.2
49398,55081,Monroe,WI,0.8
49414,55083,Oconto,WI,-7.0
49430,55085,Oneida,WI,0.8
49446,55087,Outagamie,WI,-6.4
49462,55089,Ozaukee,WI,-2.8
49478,55091,Pepin,WI,-4.8
49494,55093,Pierce,WI,-2.4
49510,55095,Polk,WI,-6.2
49526,55097,Portage,WI,-2.8
49542,55099,Price,WI,2.6
49558,55101,Racine,WI,1.2
49574,55103,Richland,WI,2.6
49590,55105,Rock,WI,-1.6
49606,55107,Rusk,WI,-4.8
49622,55109,St Croix,WI,-6.8
49638,55111,Sauk,WI,-1.2
49654,55113,Sawyer,WI,0.4
49670,55115,Shawano,WI,-5.6
49686,55117,Sheboygan,WI,2.2
49702,55119,Taylor,WI,-0.8
49718,55121,Trempealeau,WI,-3.4
49734,55123,Vernon,WI,-3.6
49750,55125,Vilas,WI,-0.8
49766,55127,Walworth,WI,3.0
49782,55129,Washburn,WI,-6.8
49798,55131,Washington,WI,0.8
49814,55133,Waukesha,WI,-1.2
49830,55135,Waupaca,WI,-8.0
49846,55137,Waushara,WI,-2.6
49862,55139,Winnebago,WI,1.6
49878,55141,Wood,WI,-0.4
49894,56001,Albany,WY,4.8
49910,56003,Big Horn,WY,3.4
49926,56005,Campbell,WY,-0.2
49942,56007,Carbon,WY,4.4
49958,56009,Converse,WY,-4.6
49974,56011,Crook,WY,3.4
49990,56013,Fremont,WY,4.4
50006,56015,Goshen,WY,6.6
50022,56017,Hot Springs,WY,7.4
50038,56019,Johnson,WY,3.0
50054,56021,Laramie,WY,4.0
50070,56023,Lincoln,WY,2.8
50086,56025,Natrona,WY,7.6
50102,56027,Niobrara,WY,4.2
50118,56029,Park,WY,1.2
50134,56031,Platte,WY,10.2
50150,56033,Sheridan,WY,-0.6
50166,56035,Sublette,WY,-0.2
50182,56037,Sweetwater,WY,0.4
50198,56039,Teton,WY,-4.6
50214,56041,Uinta,WY,2.2
50230,56043,Washakie,WY,0.8
50246,56045,Weston,WY,-1.2
